Vehicles with similar trajectories (Hausdorff distance < 100.0 m):
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 90.8 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 74.0 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 83.1 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 15.6 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 69.5 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 86.8 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 8.6 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 56.0 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 69.5 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 62.5 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 96.3 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 56.1 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 76.8 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 93.9 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 90.0 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 42.5 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 81.2 m
Vehicle 0195f5fb-2cbf-7e42-a4d3-24e16e0bdcbf and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 62.4 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587: Hausdorff distance = 70.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0: Hausdorff distance = 70.2 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6: Hausdorff distance = 65.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1: Hausdorff distance = 80.2 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fb-8629-74a2-bba0-1720752abad3: Hausdorff distance = 94.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fb-e390-7ed2-a9aa-067aead1d486: Hausdorff distance = 70.2 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fb-fd9b-7a60-8a85-4ba4f7dcff12: Hausdorff distance = 57.0 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-00c5-7b50-8b40-6f401c35634b: Hausdorff distance = 60.4 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-262d-7401-a63d-0b0d37e41abc: Hausdorff distance = 70.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-62f3-7712-8851-73635a228fe3: Hausdorff distance = 64.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-6bfb-70a0-bb48-4e57f9cfabe8: Hausdorff distance = 55.1 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-7598-79c3-b592-3a4b64cc8fc2: Hausdorff distance = 93.1 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-ab76-7f40-a095-6d66e3c67769: Hausdorff distance = 83.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-b9df-7c13-b505-ac9b31019ec4: Hausdorff distance = 37.1 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-c146-7961-aa30-c82bd3c236bf: Hausdorff distance = 58.4 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-db32-7772-8669-dedd0e996cba: Hausdorff distance = 70.0 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-dc54-7392-977a-76c1866ace13: Hausdorff distance = 60.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-deff-78e3-8c24-0a0c4f2896d9: Hausdorff distance = 60.0 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-e89b-7100-8c32-e387f1b2f331: Hausdorff distance = 60.6 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-f429-7f51-81ed-87539f0dd205: Hausdorff distance = 72.4 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-fbf6-7fb3-b088-219fc9373f24: Hausdorff distance = 69.3 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fc-fd10-79e0-b759-9652f4e55f13: Hausdorff distance = 71.4 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-11ed-7cf3-af4e-bc57d0db8214: Hausdorff distance = 58.1 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-2379-7bb2-bbba-85a31bfc592a: Hausdorff distance = 65.6 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb: Hausdorff distance = 60.0 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833: Hausdorff distance = 71.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e: Hausdorff distance = 93.2 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de: Hausdorff distance = 43.5 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 19.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 71.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 80.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 67.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 90.2 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 64.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 17.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 59.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 60.2 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 81.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 60.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 55.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 33.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 67.6 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 69.9 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 83.1 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 67.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 59.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 88.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 54.6 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 78.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 35.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 43.2 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 55.3 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 71.3 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 46.8 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 62.7 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 70.1 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 70.1 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 59.3 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 69.6 m
Vehicle 0195f5fb-6d0f-7211-b75e-6648525c667d and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 35.3 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0: Hausdorff distance = 10.1 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6: Hausdorff distance = 5.3 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d: Hausdorff distance = 38.6 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1: Hausdorff distance = 32.9 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fb-8629-74a2-bba0-1720752abad3: Hausdorff distance = 51.0 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fb-e390-7ed2-a9aa-067aead1d486: Hausdorff distance = 53.9 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fb-fd9b-7a60-8a85-4ba4f7dcff12: Hausdorff distance = 32.1 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-00c5-7b50-8b40-6f401c35634b: Hausdorff distance = 34.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-262d-7401-a63d-0b0d37e41abc: Hausdorff distance = 66.6 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-62f3-7712-8851-73635a228fe3: Hausdorff distance = 46.1 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-6bfb-70a0-bb48-4e57f9cfabe8: Hausdorff distance = 74.3 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-7598-79c3-b592-3a4b64cc8fc2: Hausdorff distance = 39.0 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-ab76-7f40-a095-6d66e3c67769: Hausdorff distance = 43.9 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-b9df-7c13-b505-ac9b31019ec4: Hausdorff distance = 79.4 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-c146-7961-aa30-c82bd3c236bf: Hausdorff distance = 38.2 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-db32-7772-8669-dedd0e996cba: Hausdorff distance = 2.4 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-dc54-7392-977a-76c1866ace13: Hausdorff distance = 67.6 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-deff-78e3-8c24-0a0c4f2896d9: Hausdorff distance = 29.9 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-e89b-7100-8c32-e387f1b2f331: Hausdorff distance = 25.9 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-f429-7f51-81ed-87539f0dd205: Hausdorff distance = 42.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-fbf6-7fb3-b088-219fc9373f24: Hausdorff distance = 82.0 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fc-fd10-79e0-b759-9652f4e55f13: Hausdorff distance = 27.4 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-11ed-7cf3-af4e-bc57d0db8214: Hausdorff distance = 38.2 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-2379-7bb2-bbba-85a31bfc592a: Hausdorff distance = 67.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb: Hausdorff distance = 33.2 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833: Hausdorff distance = 54.1 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e: Hausdorff distance = 31.5 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de: Hausdorff distance = 55.6 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 53.2 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 53.2 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 57.4 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 80.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 46.2 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 80.2 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 67.0 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 34.5 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 28.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 24.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 67.4 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 73.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 57.1 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 40.3 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 2.0 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 45.1 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 80.3 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 49.5 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 27.9 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 71.0 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 53.8 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 50.3 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 43.8 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 40.4 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 52.9 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 56.0 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 23.5 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 85.6 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 80.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 40.7 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 32.3 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 37.4 m
Vehicle 0195f5fb-76bd-71a3-9825-087b40a99587 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 51.3 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6: Hausdorff distance = 5.1 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d: Hausdorff distance = 39.1 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1: Hausdorff distance = 42.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fb-8629-74a2-bba0-1720752abad3: Hausdorff distance = 47.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fb-e390-7ed2-a9aa-067aead1d486: Hausdorff distance = 53.9 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fb-fd9b-7a60-8a85-4ba4f7dcff12: Hausdorff distance = 31.5 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-00c5-7b50-8b40-6f401c35634b: Hausdorff distance = 34.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-262d-7401-a63d-0b0d37e41abc: Hausdorff distance = 66.6 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-62f3-7712-8851-73635a228fe3: Hausdorff distance = 46.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-6bfb-70a0-bb48-4e57f9cfabe8: Hausdorff distance = 73.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-7598-79c3-b592-3a4b64cc8fc2: Hausdorff distance = 36.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-ab76-7f40-a095-6d66e3c67769: Hausdorff distance = 38.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-b9df-7c13-b505-ac9b31019ec4: Hausdorff distance = 78.9 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-c146-7961-aa30-c82bd3c236bf: Hausdorff distance = 37.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-db32-7772-8669-dedd0e996cba: Hausdorff distance = 12.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-dc54-7392-977a-76c1866ace13: Hausdorff distance = 72.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-deff-78e3-8c24-0a0c4f2896d9: Hausdorff distance = 33.3 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-e89b-7100-8c32-e387f1b2f331: Hausdorff distance = 30.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-f429-7f51-81ed-87539f0dd205: Hausdorff distance = 43.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-fbf6-7fb3-b088-219fc9373f24: Hausdorff distance = 82.1 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fc-fd10-79e0-b759-9652f4e55f13: Hausdorff distance = 17.3 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-11ed-7cf3-af4e-bc57d0db8214: Hausdorff distance = 37.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-2379-7bb2-bbba-85a31bfc592a: Hausdorff distance = 77.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb: Hausdorff distance = 32.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833: Hausdorff distance = 64.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e: Hausdorff distance = 32.5 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de: Hausdorff distance = 55.5 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 52.6 m
