Vehicles with similar trajectories (Hausdorff distance < 100.0 m):
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 53.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 53.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 80.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 43.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 79.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 66.5 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 34.0 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 29.6 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 34.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 72.9 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 73.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 57.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 31.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 12.0 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 45.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 79.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 49.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 31.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 70.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 54.1 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 49.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 43.3 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 39.9 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 52.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 55.5 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 14.2 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 85.7 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 80.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 41.1 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 31.8 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 37.4 m
Vehicle 0195f5fb-7dd5-7ed3-a325-de5fa3ecd3f0 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 50.7 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d: Hausdorff distance = 43.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1: Hausdorff distance = 38.3 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fb-8629-74a2-bba0-1720752abad3: Hausdorff distance = 50.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fb-e390-7ed2-a9aa-067aead1d486: Hausdorff distance = 53.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fb-fd9b-7a60-8a85-4ba4f7dcff12: Hausdorff distance = 27.7 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-00c5-7b50-8b40-6f401c35634b: Hausdorff distance = 30.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-262d-7401-a63d-0b0d37e41abc: Hausdorff distance = 66.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-62f3-7712-8851-73635a228fe3: Hausdorff distance = 45.6 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-6bfb-70a0-bb48-4e57f9cfabe8: Hausdorff distance = 70.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-7598-79c3-b592-3a4b64cc8fc2: Hausdorff distance = 38.3 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-ab76-7f40-a095-6d66e3c67769: Hausdorff distance = 42.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-b9df-7c13-b505-ac9b31019ec4: Hausdorff distance = 74.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-c146-7961-aa30-c82bd3c236bf: Hausdorff distance = 32.9 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-db32-7772-8669-dedd0e996cba: Hausdorff distance = 7.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-dc54-7392-977a-76c1866ace13: Hausdorff distance = 67.9 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-deff-78e3-8c24-0a0c4f2896d9: Hausdorff distance = 29.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-e89b-7100-8c32-e387f1b2f331: Hausdorff distance = 26.6 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-f429-7f51-81ed-87539f0dd205: Hausdorff distance = 42.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-fbf6-7fb3-b088-219fc9373f24: Hausdorff distance = 81.6 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fc-fd10-79e0-b759-9652f4e55f13: Hausdorff distance = 22.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-11ed-7cf3-af4e-bc57d0db8214: Hausdorff distance = 33.0 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-2379-7bb2-bbba-85a31bfc592a: Hausdorff distance = 72.8 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb: Hausdorff distance = 29.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833: Hausdorff distance = 59.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e: Hausdorff distance = 36.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de: Hausdorff distance = 50.6 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 48.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 52.7 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 52.7 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 80.3 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 45.6 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fd-cfd1-7293-a908-6271619b537f: Hausdorff distance = 75.9 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 61.9 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 30.4 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 25.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 30.0 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 68.0 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 69.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 56.7 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 36.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 7.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 44.6 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-ac8b-75f3-a674-9ef2a9992525: Hausdorff distance = 76.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 49.1 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 32.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 66.5 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 53.4 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 45.4 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 38.7 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 35.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 51.8 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 51.0 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 19.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 85.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 80.3 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 45.7 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 28.2 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 37.0 m
Vehicle 0195f5fb-80d9-7df0-be45-239f584719b6 and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 49.9 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1: Hausdorff distance = 21.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fb-8629-74a2-bba0-1720752abad3: Hausdorff distance = 49.9 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fb-e390-7ed2-a9aa-067aead1d486: Hausdorff distance = 68.0 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fb-fd9b-7a60-8a85-4ba4f7dcff12: Hausdorff distance = 62.4 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-00c5-7b50-8b40-6f401c35634b: Hausdorff distance = 63.6 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-262d-7401-a63d-0b0d37e41abc: Hausdorff distance = 80.6 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-62f3-7712-8851-73635a228fe3: Hausdorff distance = 59.0 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-6bfb-70a0-bb48-4e57f9cfabe8: Hausdorff distance = 99.2 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-7598-79c3-b592-3a4b64cc8fc2: Hausdorff distance = 38.7 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-ab76-7f40-a095-6d66e3c67769: Hausdorff distance = 46.9 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-c146-7961-aa30-c82bd3c236bf: Hausdorff distance = 75.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-db32-7772-8669-dedd0e996cba: Hausdorff distance = 39.4 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-dc54-7392-977a-76c1866ace13: Hausdorff distance = 99.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-deff-78e3-8c24-0a0c4f2896d9: Hausdorff distance = 58.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-e89b-7100-8c32-e387f1b2f331: Hausdorff distance = 57.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-f429-7f51-81ed-87539f0dd205: Hausdorff distance = 55.4 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-fbf6-7fb3-b088-219fc9373f24: Hausdorff distance = 95.7 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fc-fd10-79e0-b759-9652f4e55f13: Hausdorff distance = 41.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-11ed-7cf3-af4e-bc57d0db8214: Hausdorff distance = 75.9 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-2379-7bb2-bbba-85a31bfc592a: Hausdorff distance = 99.0 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-3019-7723-ada8-c13c557c1aeb: Hausdorff distance = 61.4 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-37d6-78d2-9651-86f23f2f7833: Hausdorff distance = 90.5 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-3cd8-7240-81cd-ec9787c9838e: Hausdorff distance = 8.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-4052-7fd1-9467-9ee193b339de: Hausdorff distance = 92.6 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-693b-7b63-abd1-659e5875a378: Hausdorff distance = 83.6 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-9263-7bd0-833f-461c7b3c8e90: Hausdorff distance = 91.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-9d97-7241-883f-8dc672cef8bc: Hausdorff distance = 80.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-a48a-7f73-86ce-463ab5f326b3: Hausdorff distance = 94.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fd-b520-7650-9860-b5bb2827cbb2: Hausdorff distance = 44.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-134d-7e20-aebd-e49cd353b5e9: Hausdorff distance = 99.0 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-19ae-7d91-9f33-708a8cc5b18d: Hausdorff distance = 63.2 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-1ce1-76c0-a21c-b766491d763c: Hausdorff distance = 56.5 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-2892-7211-af40-77c4990ea5de: Hausdorff distance = 20.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-2c2a-7003-b898-0806afcda0b2: Hausdorff distance = 98.9 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-44ab-7751-8283-23c18a7a5e2b: Hausdorff distance = 98.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-721f-7853-aaba-e97957b4d64b: Hausdorff distance = 81.4 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-7252-7da0-bbe4-8c71dbf2622e: Hausdorff distance = 49.5 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-9edd-7101-903f-769b0259158c: Hausdorff distance = 39.5 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-a620-7bd0-a2d0-0864f73853bf: Hausdorff distance = 58.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-b178-7ce0-a637-275c8362a4a4: Hausdorff distance = 62.5 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-ba06-7362-a5f9-1a187b3f5dde: Hausdorff distance = 13.2 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-cde2-7b41-b76b-07bf82e9e001: Hausdorff distance = 98.6 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-dbac-7ef3-bc19-3775eecddaa6: Hausdorff distance = 84.3 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-e23e-7e43-87f6-f43210d49d91: Hausdorff distance = 81.7 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-f663-75b3-a52b-b8c4e4b67152: Hausdorff distance = 82.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5fe-f9b9-7f11-a9a0-204bc6a51e0f: Hausdorff distance = 78.3 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-09d7-77c2-b83a-074f86574eea: Hausdorff distance = 90.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-2535-74a2-8245-d215e93b3174: Hausdorff distance = 88.9 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-2b5b-70b2-8a45-26006431f4fa: Hausdorff distance = 46.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-3470-7951-b350-0fe3d6dfa19c: Hausdorff distance = 99.0 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-4c07-73b0-8afc-2f745e38e6a8: Hausdorff distance = 94.3 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-544f-74f2-81bf-8717ef6b7528: Hausdorff distance = 37.8 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-6a8a-7a82-87b3-e631fa0cef63: Hausdorff distance = 61.1 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-7dba-7471-9f6b-e68a2e57fbd0: Hausdorff distance = 52.3 m
Vehicle 0195f5fb-80e8-7593-b54b-5f81ef2c5c3d and Vehicle 0195f5ff-847f-7860-824f-6518b23cb1d3: Hausdorff distance = 82.5 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fb-8629-74a2-bba0-1720752abad3: Hausdorff distance = 63.5 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fb-e390-7ed2-a9aa-067aead1d486: Hausdorff distance = 68.3 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fb-fd9b-7a60-8a85-4ba4f7dcff12: Hausdorff distance = 40.8 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-00c5-7b50-8b40-6f401c35634b: Hausdorff distance = 41.9 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-262d-7401-a63d-0b0d37e41abc: Hausdorff distance = 80.9 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-62f3-7712-8851-73635a228fe3: Hausdorff distance = 59.4 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-6bfb-70a0-bb48-4e57f9cfabe8: Hausdorff distance = 78.0 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-7598-79c3-b592-3a4b64cc8fc2: Hausdorff distance = 53.4 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-ab76-7f40-a095-6d66e3c67769: Hausdorff distance = 62.7 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-b9df-7c13-b505-ac9b31019ec4: Hausdorff distance = 96.0 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-c146-7961-aa30-c82bd3c236bf: Hausdorff distance = 55.0 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-db32-7772-8669-dedd0e996cba: Hausdorff distance = 31.0 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-dc54-7392-977a-76c1866ace13: Hausdorff distance = 77.4 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-deff-78e3-8c24-0a0c4f2896d9: Hausdorff distance = 36.4 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-e89b-7100-8c32-e387f1b2f331: Hausdorff distance = 36.4 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-f429-7f51-81ed-87539f0dd205: Hausdorff distance = 55.8 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-fbf6-7fb3-b088-219fc9373f24: Hausdorff distance = 96.0 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fc-fd10-79e0-b759-9652f4e55f13: Hausdorff distance = 59.6 m
Vehicle 0195f5fb-8505-7723-ade2-98dd335b1ec1 and Vehicle 0195f5fd-11ed-7cf3-af4e-bc57d0db8214: Hausdorff distance = 55.2 m
